id,akh_score,akh_logit_score,neg_sac_score,qurd_score
45,0.91836733,0.99758393,0.99703744,0.95786633
46,1.0,0.99999991,0.99999973,0.99999992
47,0.34693879,0.88678813,0.90392721,0.62029127
48,0.31428573,0.85810789,0.8839944,0.59137411
49,0.27346939,0.81663346,0.84654054,0.55103284
50,0.2489796,0.8399094,0.87050605,0.55056383
51,0.15918367,0.75635523,0.78431824,0.46336205
52,0.10612245,0.70678703,0.72887832,0.410873
53,0.63265306,0.96860328,0.96845874,0.80059926
54,0.84897959,0.99684414,0.99674401,0.92289184
55,0.36326531,0.89411017,0.91290674,0.63244705
56,0.3877551,0.89630321,0.91388333,0.64554518
57,0.5755102,0.96731785,0.96757928,0.77146631
58,0.09387755,0.70517404,0.71014309,0.40051961
59,0.28163266,0.82838637,0.85032362,0.55939696
60,0.11020408,0.69790709,0.71700814,0.40787579
61,0.33061224,0.85180581,0.8658568,0.59401922
62,0.28979591,0.83656114,0.86349791,0.56856588
63,0.18775511,0.73064324,0.74884245,0.46283902
64,1.0,0.99999988,0.99999964,0.99999989
65,0.22857143,0.76593912,0.79303572,0.50267459
66,0.39183673,0.89403602,0.91198537,0.64652625
67,0.30612245,0.8091611,0.84612671,0.5650349
68,0.37142858,0.89755863,0.91522366,0.63802661
69,0.07346939,0.62989765,0.66893643,0.35949128
70,0.33469388,0.85948253,0.87378955,0.59994961
71,1.0,0.99999991,0.9999997,0.99999991
72,1.0,0.99999991,0.9999997,0.99999991
73,0.55510205,0.95084739,0.95604122,0.75401348
74,0.26122448,0.84461978,0.87186235,0.55837064
75,0.34285715,0.86125195,0.88178152,0.60616046
76,0.39183673,0.89495164,0.91491291,0.64738644
77,0.40000001,0.89697814,0.91128525,0.6513505
78,0.91428572,0.9982067,0.99753019,0.95611091
79,0.40408164,0.90381488,0.91629356,0.656444
80,0.11020408,0.69636323,0.70355205,0.40472142
81,1.0,0.99999991,0.9999997,0.99999991
82,1.0,0.99999988,0.9999997,0.9999999
83,1.0,0.99999988,0.99999964,0.99999989
84,0.08979592,0.69918472,0.71835545,0.39832446
85,0.25306123,0.85550156,0.88156924,0.55949493
86,0.75918365,0.98334283,0.98270014,0.8711347
87,0.17142858,0.79957217,0.80659941,0.48690582
88,0.33061224,0.83986625,0.83846667,0.58495933
89,0.39591837,0.8977842,0.9093143,0.64915731
90,0.57959181,0.95994648,0.96047607,0.76987506
91,0.64081633,0.9693144,0.96951342,0.80510517
92,0.17142858,0.80155456,0.8144567,0.489072
93,0.44489795,0.8749406,0.9009366,0.66511848
94,0.35918367,0.89668804,0.9171333,0.63202491
95,0.14285715,0.75305855,0.76240569,0.44982728
96,0.62448978,0.97140688,0.97321171,0.7983093
97,0.36734694,0.89922249,0.91330442,0.6361011
98,0.18367347,0.7545763,0.78523314,0.47525625
99,0.37551022,0.89780706,0.91616848,0.64033092
100,0.12653062,0.75500557,0.7596159,0.44169016
101,0.54285717,0.95135525,0.95167497,0.74717015
102,0.61632651,0.96138149,0.95986226,0.78855016
103,0.08571429,0.62633348,0.69161217,0.36907962
104,0.89795917,0.9977102,0.99758273,0.94780919
105,1.0,0.99999982,0.99999979,0.9999999
106,0.11020408,0.72301567,0.731088,0.41822434
107,0.46938777,0.91940773,0.93722069,0.69796034
108,0.61632651,0.96286133,0.96294859,0.78961137
109,1.0,0.99999991,0.99999964,0.9999999
110,0.8897959,0.99603128,0.99594215,0.94289576
111,0.36734694,0.88690114,0.90627214,0.63099824
112,0.40408164,0.88998732,0.90767831,0.65057268
113,0.23265307,0.78923461,0.79941115,0.51297915
114,0.57959181,0.9681499,0.96639633,0.77352014
115,0.60816324,0.97066033,0.97210178,0.78970007
116,1.0,0.99999988,0.9999997,0.9999999
117,0.09387755,0.70323274,0.72566748,0.40304209
118,0.29387754,0.88440606,0.90181094,0.59262278
119,0.1755102,0.71752881,0.7235039,0.44771452
120,0.07755102,0.59066217,0.64331765,0.34463769
121,0.66938776,0.97113279,0.97129369,0.82029245
122,0.3510204,0.8737191,0.89860383,0.61734669
123,1.0,0.99999991,0.99999961,0.9999999
124,1.0,0.99999991,0.9999997,0.99999991
125,0.35918367,0.89172265,0.91192898,0.62949443
126,0.09387755,0.63358971,0.68739268,0.37449423
127,0.18775511,0.79397744,0.8125295,0.49457669
128,0.35918367,0.88775116,0.90585414,0.62708801
129,1.0,0.99999982,0.99999973,0.99999989
130,0.37142858,0.88519704,0.89979684,0.63123277
131,0.37551022,0.83651599,0.83094975,0.60489986
132,0.3510204,0.86414677,0.88773423,0.61230108
133,0.47346938,0.92536604,0.94221827,0.70278816
134,0.12653062,0.75045016,0.75199997,0.43880035
135,0.29795918,0.88660318,0.90593702,0.59614795
136,0.91020405,0.9954159,0.99437913,0.95260262
137,0.4612245,0.91445929,0.93375504,0.69170104
138,1.0,0.99999991,0.9999997,0.99999991
139,0.25306123,0.84229958,0.86069787,0.55136006
140,0.64081633,0.97306874,0.97430405,0.8071896
141,0.36734694,0.90760526,0.92453876,0.6408628
142,0.2857143,0.88684732,0.90477118,0.58986558
143,0.10612245,0.69919758,0.71967195,0.40675489
144,0.11020408,0.6918875,0.69920458,0.4025092
145,1.0,0.99999991,0.9999997,0.99999991
146,0.48571429,0.92980245,0.94439542,0.71067696
147,0.25714287,0.85062578,0.87824786,0.55940874
148,0.92244899,0.99439648,0.99545643,0.95863473
149,0.27755103,0.80265814,0.82610661,0.54479428
150,0.2,0.76011616,0.79473996,0.48698284
151,0.37142858,0.90154812,0.92701623,0.64158197
152,0.34693879,0.85138485,0.8669928,0.60228341
153,0.61632651,0.95767796,0.9592213,0.7873109
154,1.0,0.99999988,0.9999997,0.9999999
155,0.25714287,0.79972169,0.82207033,0.53290201
156,0.47755101,0.92205405,0.93567786,0.70252729
157,0.34693879,0.82063833,0.83717549,0.58709599
158,0.3510204,0.89580595,0.91726235,0.62770445
159,0.35510203,0.89736545,0.91273764,0.62930818
160,0.43265307,0.91591522,0.93238375,0.67757785
161,0.37959182,0.90085673,0.91273037,0.642599
162,0.36326531,0.89525542,0.9051668,0.63124264
163,0.34693879,0.84130922,0.86029887,0.59792193
164,0.07346939,0.69457939,0.68952468,0.38301345
165,0.35510203,0.81585363,0.84974033,0.59225517
166,0.38367346,0.89747456,0.91526726,0.64413255
167,0.23673469,0.83138311,0.8490499,0.53759226
168,0.9265306,0.99814445,0.99746037,0.96220071
169,1.0,0.99999988,0.99999964,0.99999989
170,0.15918367,0.75584167,0.78457597,0.46325953
171,0.35918367,0.89477852,0.90731826,0.62948904
172,0.3510204,0.89697281,0.91446924,0.62749589
173,0.42040816,0.91161346,0.93060666,0.66980945
174,0.78367347,0.99239066,0.99268249,0.88809043
175,0.30204082,0.8643828,0.88623196,0.58758164
176,0.10204082,0.74136005,0.74794488,0.4230174
177,0.19183673,0.76036119,0.79535165,0.48309705
178,0.36326531,0.90077189,0.91353416,0.63457105
179,0.34693879,0.86373559,0.88235062,0.6090602
180,0.36734694,0.88990581,0.90510911,0.63166704
181,0.24489796,0.83009234,0.84171715,0.53982011
182,0.67755103,0.97884098,0.97949013,0.82832583
183,0.23265307,0.83476171,0.85865602,0.53848625
184,0.26938775,0.84879768,0.88121265,0.56557571
185,0.73877549,0.97686243,0.9790746,0.85826139
186,0.10204082,0.70437635,0.70451653,0.40323662
187,0.35510203,0.85900244,0.87825152,0.61090205
188,0.39591837,0.89559019,0.91077584,0.64879141
189,0.35510203,0.86842722,0.89915603,0.61791039
190,0.35918367,0.86107314,0.88008118,0.61393001
191,0.40408164,0.90206137,0.91545621,0.65575047
192,0.38367346,0.9003644,0.91330346,0.64460674
193,0.40816328,0.88262209,0.90927258,0.65072278
194,0.33469388,0.88462725,0.9065555,0.61404622
195,0.91836733,0.99765855,0.99664462,0.95781015
196,0.28163266,0.83280838,0.86462194,0.56358323
197,0.29795918,0.85582823,0.88024452,0.58177696
198,0.89795917,0.99621662,0.99459073,0.94676272
199,0.4244898,0.89921686,0.91182917,0.66437579
200,0.35510203,0.8970215,0.91607243,0.62987195
201,0.3510204,0.88435459,0.9033052,0.62147762
202,0.26530612,0.78180146,0.81855872,0.53090524
203,0.81224489,0.96850011,0.896934,0.87605928
204,0.15510204,0.79998401,0.81555113,0.48065645
205,0.62040818,0.96218154,0.96129659,0.79111787
206,0.34285715,0.86866578,0.89294162,0.61061664
207,0.39591837,0.90717754,0.92226276,0.654565
208,0.33061224,0.89143351,0.90745777,0.61422773
209,0.39591837,0.89116615,0.91061169,0.64743137
210,0.52244896,0.954191,0.95475635,0.73843305
211,0.2,0.75900725,0.78835639,0.48537345
212,0.30612245,0.86666664,0.89260176,0.59158157
213,0.41632652,0.89919755,0.91162822,0.66024817
214,0.11428571,0.70158219,0.7236076,0.41233904
215,0.41632652,0.89428899,0.91661346,0.65977265
216,0.37959182,0.89818513,0.91291773,0.641835
217,0.33061224,0.87273937,0.89141938,0.60541181
218,0.92244899,0.99734011,0.99655601,0.95973773
219,0.40408164,0.90541008,0.92365479,0.6583948
220,0.13061224,0.66415872,0.70719542,0.40599282
221,0.88163263,0.99124026,0.99010241,0.93620887
222,0.18775511,0.80020511,0.81592497,0.49712408
223,0.1632653,0.75645798,0.79304224,0.4671785
224,0.93061227,0.99811888,0.99917153,0.9645761
225,0.23673469,0.83841082,0.85738242,0.54136707
226,0.33877552,0.88489377,0.8995927,0.61477443
227,0.62040818,0.97042531,0.97106051,0.79554378
228,0.04897959,0.55154153,0.59231237,0.30841473
229,0.30204082,0.84894201,0.87147528,0.57999807
230,0.09387755,0.69980285,0.69738074,0.39635578
231,0.69387758,0.98077255,0.98146358,0.83746327
232,0.37551022,0.89114305,0.90476263,0.63605055
233,0.37142858,0.89985114,0.91577819,0.63882527
234,1.0,0.99999991,0.99999964,0.9999999
235,0.03265306,0.56994894,0.61727162,0.31076554
236,0.87755102,0.9960939,0.99528763,0.9366612
237,0.35918367,0.86377048,0.89031923,0.61678683
238,0.3877551,0.88604799,0.90335226,0.6403624
239,0.55918366,0.95264733,0.95497563,0.75638115
240,0.29795918,0.83060014,0.86431593,0.57102282
241,0.35510203,0.8941623,0.90800303,0.62740031
242,0.35510203,0.88864118,0.90250817,0.624645
243,0.82448977,0.96810719,0.89694831,0.88206671
244,1.0,0.99999988,0.9999997,0.9999999
245,1.0,0.99999988,0.9999997,0.9999999
246,0.29795918,0.88386691,0.8996858,0.59407682
247,0.40000001,0.90422535,0.92173845,0.6556153
248,0.33061224,0.86253351,0.8772366,0.59951349
249,0.25306123,0.78234446,0.82000464,0.52523488
250,0.34285715,0.88820502,0.91188321,0.62026672
251,0.16734694,0.72918123,0.73301706,0.44903125
252,0.08571429,0.68418109,0.68721358,0.38555419
253,0.35918367,0.89441109,0.90784481,0.62948412
254,1.0,0.99999982,0.99999973,0.99999989
255,0.28163266,0.81693631,0.84968716,0.55583466
256,0.37551022,0.85781586,0.88198906,0.62149768
257,0.36734694,0.89112562,0.91783226,0.63457761
258,0.37142858,0.86395887,0.88536707,0.62197536
259,0.91020405,0.9964835,0.99735412,0.9535179
260,0.13877551,0.74635769,0.747502,0.44279546
261,0.58367348,0.96054003,0.9588972,0.77177819
262,0.38367346,0.86722246,0.87511289,0.62702605
263,0.35918367,0.88890898,0.90829208,0.62792295
264,0.37959182,0.86025628,0.88185298,0.62424339
265,0.37551022,0.89903441,0.91577247,0.64061992
266,0.19183673,0.754246,0.77830809,0.47785378
267,0.35510203,0.89774784,0.91736788,0.63034894
268,0.34285715,0.83635303,0.82914382,0.58816325
269,0.10612245,0.69863777,0.72011316,0.40667519
270,0.30612245,0.86469775,0.88299027,0.58906861
271,0.3510204,0.89691135,0.91438448,0.6274605
272,0.3877551,0.90005213,0.91636813,0.64716681
273,0.62857145,0.97200325,0.97221097,0.8003289
274,0.39183673,0.89307302,0.9142929,0.64669885
275,1.0,0.99999988,0.9999997,0.9999999
276,0.76326531,0.98770791,0.98820168,0.87558537
277,0.20408164,0.75862142,0.78810406,0.48724806
278,0.12653062,0.7002307,0.72132209,0.41759894
279,0.31836733,0.88949326,0.90675771,0.60738319
280,0.04897959,0.56857567,0.60122336,0.31530717
281,0.37142858,0.90308201,0.92455333,0.64154956
282,0.3510204,0.86135492,0.87738279,0.60939323
283,0.30612245,0.83419693,0.85851139,0.57502258
284,0.31836733,0.84809688,0.86827978,0.58726869
285,0.45306122,0.91586357,0.93376428,0.68804254
286,0.33877552,0.8841289,0.90804508,0.61623544
287,0.11836734,0.7072946,0.7294551,0.41726307
288,0.40000001,0.90187252,0.91514492,0.65359074
289,0.34693879,0.88996214,0.90632755,0.62172354
290,0.11428571,0.70452467,0.72713256,0.41392677
291,0.38367346,0.88400277,0.90198848,0.63743526
292,0.18775511,0.76180533,0.79979128,0.48237741
293,0.37551022,0.91600472,0.93285593,0.64912771
294,1.0,0.99999988,0.9999997,0.9999999
295,1.0,0.99999988,0.99999973,0.99999991
296,0.11020408,0.75240725,0.75499082,0.43182238
297,0.37551022,0.89025238,0.90867788,0.6365664
298,0.35918367,0.88650221,0.90138841,0.62582018
299,0.35918367,0.89510554,0.91934508,0.63199251
300,0.87346941,0.99657217,0.99632972,0.9349723
301,0.33469388,0.8849667,0.90041447,0.61291984
302,0.44489795,0.90903616,0.92305747,0.67977132
303,0.3877551,0.88838899,0.90037459,0.64046916
304,0.39591837,0.89751115,0.91227344,0.64966722
305,0.40000001,0.89817682,0.91372812,0.65219867
306,0.50612247,0.93190333,0.93934396,0.72050103
307,0.35918367,0.85708946,0.87546819,0.61181231
308,0.11836734,0.66001581,0.69556548,0.39630151
309,0.37551022,0.89914092,0.91521344,0.64054007
310,0.25714287,0.84461632,0.85876924,0.55371018
311,0.35510203,0.89572239,0.90562975,0.62739368
312,0.35918367,0.8603709,0.88399369,0.61450184
313,0.92244899,0.99816686,0.99742377,0.96015931
314,0.28979591,0.8532452,0.87566635,0.57600478
315,1.0,0.99999991,0.99999973,0.99999992
316,0.30204082,0.84191397,0.86504057,0.57660271
317,0.36326531,0.8638297,0.88397869,0.6175773
318,0.89387757,0.99379042,0.9930343,0.94368277
319,0.3877551,0.89263779,0.91908866,0.64548662
320,0.51836735,0.93791199,0.94122711,0.72880269
321,0.33877552,0.86613223,0.88362336,0.6059521
322,0.40408164,0.90127108,0.91732466,0.65588708
323,0.3510204,0.86008221,0.88981798,0.61149846
324,0.22040816,0.80590513,0.8145279,0.5148812
325,0.35918367,0.88784906,0.91174626,0.62829581
326,0.38367346,0.90225464,0.92582786,0.64767869
327,0.37551022,0.88807312,0.90058339,0.63429372
328,0.27346939,0.80329326,0.82670927,0.54306453
329,0.2122449,0.76115078,0.79130274,0.49272823
330,0.0244898,0.54889657,0.61273015,0.2994599
331,0.41224489,0.89763471,0.91429567,0.65827199
332,0.45714286,0.87954411,0.90532389,0.67349944
333,0.39183673,0.90206948,0.91764072,0.65006735
334,0.39183673,0.89733577,0.91416731,0.64795256
335,0.44489795,0.919067,0.93184257,0.68453759
336,0.26530612,0.83629906,0.86534387,0.55661155
337,1.0,0.99999991,0.9999997,0.99999991
338,0.38367346,0.90020087,0.91608498,0.64511399
339,0.47755101,0.92378095,0.93989193,0.70388818
340,0.46938777,0.92491058,0.94213799,0.70059465
341,0.91836733,0.99802628,0.99733874,0.9580593
342,0.28163266,0.81712133,0.83721003,0.55339473
343,0.5346939,0.94737101,0.94857317,0.74127288
344,0.23673469,0.78091249,0.82327077,0.51729524
345,0.23673469,0.79833955,0.8135919,0.52058759
346,0.62857145,0.97024173,0.96831,0.79902024
347,0.40816328,0.90191042,0.91967204,0.65858918
348,0.84489799,0.98860192,0.98667488,0.91636454
349,0.38367346,0.88438004,0.90410429,0.6379716
350,0.45306122,0.92541847,0.94054246,0.69226464
351,0.36734694,0.8991777,0.90966931,0.63536064
352,1.0,0.99999991,0.9999997,0.99999991
353,0.39591837,0.90215731,0.9196372,0.65253382
354,0.46530613,0.91669592,0.93533447,0.69472874
355,0.13061224,0.70727047,0.71080303,0.41964787
356,0.27346939,0.83657798,0.86050174,0.55980844
357,0.33061224,0.88706636,0.90519485,0.612465
358,1.0,0.99999991,0.9999997,0.99999991
359,0.37959182,0.89815781,0.90800565,0.64084438
